Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
El Azteca Mexican Deli,97 Main St,"Poughkeepsie, NY 12601-2928","97 Main St, Poughkeepsie, NY 12601-2928",41.7058426,-73.9356836,Mexican,Latin,Spanish,4.5 of 5 bubbles,4.5,38 reviews,38,"Always cheerful service, great guacamole and delicious mole. We go often. Outdoor seating is a plus.",+1 845-483-7677,https://www.tripadvisor.com//Restaurant_Review-g48443-d5426336-Reviews-El_Azteca_Mexican_Deli-Poughkeepsie_New_York.html,Check The Website for a Menu,$
Ganesh Temple Canteen,4557 Bowne St,"Flushing, NY 11355-2202","4557 Bowne St, Flushing, NY 11355-2202",40.7528108,-73.8169558,Indian,Asian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,38 reviews,38,"Best Indian food, can only recommend. Very very friendly people in the temple, beautiful place to visit as such as well. Cheap and authentic Indian food from a specific region.",+1 718-460-8484,https://www.tripadvisor.com//Restaurant_Review-g47729-d5504863-Reviews-Ganesh_Temple_Canteen-Flushing_Queens_New_York.html,Check The Website for a Menu,$
Los Bigotes De Villa,30420 Pacific Hwy S Unit 3,"Federal Way, WA 98003-5125","30420 Pacific Hwy S Unit 3, Federal Way, WA 98003-5125",47.3287938,-122.3120709,Mexican,Latin,Spanish,4.5 of 5 bubbles,4.5,38 reviews,38,"Very tasty food, well prepared. Large portions, and excellent selection of dishes including many that are not found in typical chain Mexican restaurants. Good salsa bar, with limes and marinated carrots and radishes available.",+1 253-941-2071,https://www.tripadvisor.com//Restaurant_Review-g58471-d3397169-Reviews-Los_Bigotes_De_Villa-Federal_Way_Washington.html,Check The Website for a Menu,$
Sabor Unido,77 Jefferson St,"Newark, NJ 07105-1818","77 Jefferson St, Newark, NJ 07105-1818",40.7305214,-74.1611314,Portuguese,South American,Brazilian,4.5 of 5 bubbles,4.5,38 reviews,38,"Been here a couple of times. Not sure if undergone new management. Looks like they've moved furnishings around since my last visit. Nevertheless, this place always serves good consistent quality meals with generous servings in a cozy homey atmosphere. I love their food - delicious,...More",+1 973-368-8553,https://www.tripadvisor.com//Restaurant_Review-g46671-d5077187-Reviews-Sabor_Unido-Newark_New_Jersey.html,http://www.saborunido.com/menu,$$ - $$$
Thai Garden Restaurant,101 N Union St,"Kennewick, WA 99336-2273","101 N Union St, Kennewick, WA 99336-2273",46.2105449,-119.1803299,Asian,Thai,Vegan Options,4.5 of 5 bubbles,4.5,38 reviews,38,The food was amazing!!! Everything was made from scratch and the service was super friendly and personable!!,+1 509-987-1197,https://www.tripadvisor.com//Restaurant_Review-g58536-d2528752-Reviews-Thai_Garden_Restaurant-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu,$$ - $$$
Aposto,76 Raritan Ave,"Highland Park, NJ 08904-2425","76 Raritan Ave, Highland Park, NJ 08904-2425",40.497944,-74.4329379,Italian,Mediterranean,Vegetarian Friendly,4.5 of 5 bubbles,4.5,39 reviews,39,My regular Saturday night dinner spot. Service is always friendly. The menu is Greek and Italian plus pizza. Daily specials are available. This is a relatively small place so you should make a reservation if you have a party of more than four people. Food...More,+1 732-745-9011,https://www.tripadvisor.com//Restaurant_Review-g46508-d3159540-Reviews-Aposto-Highland_Park_New_Jersey.html,http://www.ApostoRestaurant.com/ShowMenu.tpl?cart=156529923511568279,$$ - $$$
Bann Thai,6461 Brockton Ave,"Riverside, CA 92506-2035","6461 Brockton Ave, Riverside, CA 92506-2035",33.9547864,-117.3971061,Asian,Thai,Vegetarian Friendly,4.5 of 5 bubbles,4.5,39 reviews,39,,+1 951-684-3381,https://www.tripadvisor.com//Restaurant_Review-g32978-d2182298-Reviews-Bann_Thai-Riverside_California.html,Check The Website for a Menu,$$ - $$$
Delta Bistro and Lounge,110 W Fremont St,"Stockton, CA 95202-1902","110 W Fremont St, Stockton, CA 95202-1902",37.9568904,-121.2943751,American,Bar,Pizza,4.5 of 5 bubbles,4.5,39 reviews,39,,+1 209-944-1140,https://www.tripadvisor.com//Restaurant_Review-g33130-d3626779-Reviews-Delta_Bistro_and_Lounge-Stockton_California.html,https://universityplazawaterfronthotel.com/wp-content/uploads/2016/10/DeltaBistroMenu.pdf,$$ - $$$
Shore Good Pancake House,34 Lanes Mill Rd,"Brick, NJ 08724-7056","34 Lanes Mill Rd, Brick, NJ 08724-7056",40.0958081,-74.1450303,Cafe,,,4.5 of 5 bubbles,4.5,39 reviews,39,"Stopped here on our way down to the shore. Great food! Perfect poached eggs and the best potatoes around! Clean, excellent service, and right off the highway. Much better stop than the run of the mill rest stop!",+1 732-840-4100,https://www.tripadvisor.com//Restaurant_Review-g46321-d2228863-Reviews-Shore_Good_Pancake_House-Brick_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Sushi Madre,401 W Saunders St,"Laredo, TX 78041-4835","401 W Saunders St, Laredo, TX 78041-4835",27.530192,-99.4990725,Japanese,Sushi,Asian,4.5 of 5 bubbles,4.5,39 reviews,39,Really enjoyed the poblano soup and It is highly recommended. Food is fresh and light. Great for lunch.,+1 956-726-5509,https://www.tripadvisor.com//Restaurant_Review-g56137-d4644928-Reviews-Sushi_Madre-Laredo_Texas.html,Check The Website for a Menu,$$ - $$$
Danny's Restaurant,2406 Jacaman Rd,"Laredo, TX 78041-6196","2406 Jacaman Rd, Laredo, TX 78041-6196",27.5626827,-99.4521184,Mexican,,,4.5 of 5 bubbles,4.5,40 reviews,40,"This is a very clean nice place to eat. Great service, friendly and keep your drink full ! I had the grilled chicken sandwich with fries and it was Awesome !! Highly Recommend",+1 956-717-6447,https://www.tripadvisor.com//Restaurant_Review-g56137-d4278148-Reviews-Danny_s_Restaurant-Laredo_Texas.html,https://dannysrestaurants.com/menu/,$$ - $$$
La Frontera Mexican Grill,37 E Broadway,"Hackensack, NJ 07601-6821","37 E Broadway, Hackensack, NJ 07601-6821",40.8742087,-74.0405923,Mexican,Latin,Vegetarian Friendly,4.5 of 5 bubbles,4.5,40 reviews,40,"Love this place. The food is fantastic and the service is great! Our server nicknamed Coco introduced us to the menu and made us aware of their famous dish molcajete, Churrasco, carne asada, grilled chicken, pork chop, Mexican sausage & grilled shrimp served in a...More",+1 201-880-7731,https://www.tripadvisor.com//Restaurant_Review-g46480-d3171538-Reviews-La_Frontera_Mexican_Grill-Hackensack_New_Jersey.html,Check The Website for a Menu,$$ - $$$
New York Deli Ii,829 W Dove Ave,"McAllen, TX 78504-3508","829 W Dove Ave, McAllen, TX 78504-3508",26.2535075,-98.2195631,American,Vegetarian Friendly,,4.5 of 5 bubbles,4.5,40 reviews,40,"Food great, atmosphere great, service great, prices reasonable. Manhattan sandwich on onion roll and Reuben were awesome. Highly recommend. To have 3 of these in RGV is super. We will return often.",+1 956-631-8787,https://www.tripadvisor.com//Restaurant_Review-g56255-d4637918-Reviews-New_York_Deli_Ii-McAllen_Texas.html,Check The Website for a Menu,$$ - $$$
Pacific Hideaway,500 Pacific Coast Highway,"Huntington Beach, CA 92648","500 Pacific Coast Highway, Huntington Beach, CA 92648",33.6579992,-118.0028981,Fusion,Bar,Seafood,4.5 of 5 bubbles,4.5,40 reviews,40,,+1 714-965-4448,https://www.tripadvisor.com//Restaurant_Review-g32513-d12364858-Reviews-Pacific_Hideaway-Huntington_Beach_California.html,http://www.pacifichideawayhb.com/menus/,$$ - $$$
Thai Kitchen,2302 Texas Ave,"Lubbock, TX 79411-2323","2302 Texas Ave, Lubbock, TX 79411-2323",33.5738119,-101.8460064,Asian,Thai,Vegetarian Friendly,4.5 of 5 bubbles,4.5,40 reviews,40,"Can't say enough about this place great environment, great service, amazing food, peanut sauce to die for, and an incredible amount of selection (ive been going every Friday since September 2016 and I still haven't tried everything on the menu) 

Some favorites: pineapple fried rice,...More",+1 806-782-8689,https://www.tripadvisor.com//Restaurant_Review-g56208-d10196475-Reviews-Thai_Kitchen-Lubbock_Texas.html,Check The Website for a Menu,$
Zorba's,223 Berdan Ave,"Wayne, NJ 07470-3236","223 Berdan Ave, Wayne, NJ 07470-3236",40.9670459,-74.2443322,Mediterranean,Greek,Vegetarian Friendly,4.5 of 5 bubbles,4.5,40 reviews,40,"The food was great! The service was very good ... all we order was delicious .. if you go for dinner BYO, the price not bad at all.",+1 973-628-7777,https://www.tripadvisor.com//Restaurant_Review-g46905-d1893630-Reviews-Zorba_s-Wayne_New_Jersey.html,http://www.zorbagreekeatery.com/zorba-menu.html,$$ - $$$
Dom & Vinnie's Restaurant,351 Saw Mill River Rd,"Yonkers, NY 10701-5531","351 Saw Mill River Rd, Yonkers, NY 10701-5531",40.9487646,-73.8767536,Italian,Pizza,Vegetarian Friendly,4.5 of 5 bubbles,4.5,41 reviews,41,"Food was ok. But I’m quite annoyed at the “salad” I ordered. It was just lettuce with one cucumber slice, a tomato chunk and half or even half of a half sliver of onion. Chicken parm was ok but that salad seriously sucked. Step your...More",+1 914-476-6666,https://www.tripadvisor.com//Restaurant_Review-g48922-d2305908-Reviews-Dom_Vinnie_s_Restaurant-Yonkers_New_York.html,Check The Website for a Menu,$$ - $$$
Marie Callender's Restaurant & Bakery,3505 Merrill Ave,"Riverside, CA 92506-2537","3505 Merrill Ave, Riverside, CA 92506-2537",33.9568948,-117.388156,American,Vegetarian Friendly,,4.5 of 5 bubbles,4.5,41 reviews,41,,+1 951-682-2504,https://www.tripadvisor.com//Restaurant_Review-g32978-d3314356-Reviews-Marie_Callender_s_Restaurant_Bakery-Riverside_California.html,http://www.mariecallenders.com/menu,$$ - $$$
Pete's Seafood and Sandwich,3382 30th St,"San Diego, CA 92104-4535","3382 30th St, San Diego, CA 92104-4535",32.7407407,-117.1295058,American,Seafood,Diner,4.5 of 5 bubbles,4.5,41 reviews,41,,+1 619-255-8940,https://www.tripadvisor.com//Restaurant_Review-g60750-d14017120-Reviews-Pete_s_Seafood_and_Sandwich-San_Diego_California.html,http://bostonpetes.com/san-diego-north-park-petes-seafood-and-sandwich-food-menu,$$ - $$$
El Canton Firewood Pizzeria,981 S Mason Rd.,"Katy, TX 77450","981 S Mason Rd., Katy, TX 77450",29.74274,-95.7512572,Pizza,Italian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,42 reviews,42,Loved the pizza!!! Definitely try the Margarita and Luna!!! Service was great and everyone had a great time! Price was very reasonable for taking the family!,+1 281-646-9677,https://www.tripadvisor.com//Restaurant_Review-g56062-d10040739-Reviews-El_Canton_Firewood_Pizzeria-Katy_Texas.html,Check The Website for a Menu,$$ - $$$
Jesse's Tortilla Factory,1226 Webster Ave,"Waco, TX 76706-1706","1226 Webster Ave, Waco, TX 76706-1706",31.5470849,-97.1349521,Mexican,,,4.5 of 5 bubbles,4.5,42 reviews,42,Picked up some chips and hot sauce along with corn and flour tortillas for the first time. My family devoured the chips and hot sauce and only had a little left. Had to put a note on the small amount left “do not eat anymore”...More,+1 254-752-6286,https://www.tripadvisor.com//Restaurant_Review-g56833-d4614626-Reviews-Jesse_s_Tortilla_Factory-Waco_Texas.html,Check The Website for a Menu,$
Jules Thin Crust,18 Witherspoon St,"Princeton, NJ 08542-3202","18 Witherspoon St, Princeton, NJ 08542-3202",40.3503712,-74.6601917,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,42 reviews,42,great location just off the main road in Princeton across from the university... they had a great selection of pizza with many veggie options... the food was delicious and was very reasonably priced... i will def come back...,+1 609-759-0082,https://www.tripadvisor.com//Restaurant_Review-g46756-d10468907-Reviews-Jules_Thin_Crust-Princeton_New_Jersey.html,http://julesthincrust.com/menus,$
Millard Fillmore Tavern,16602 65th Ave,"Flushing, NY 11365-1918","16602 65th Ave, Flushing, NY 11365-1918",40.736441,-73.802701,American,Bar,Pub,4.5 of 5 bubbles,4.5,42 reviews,42,"The variety of food and adult beverages is fantastic! Flavor is even better!! It is not the typical bar food but a menu full of appetizers, sandwiches, lunch and dinner entrees. The cook does a wonderful job! Be sure you get the honey mustard sauce...More",+1 718-762-2727,https://www.tripadvisor.com//Restaurant_Review-g47729-d424811-Reviews-Millard_Fillmore_Tavern-Flushing_Queens_New_York.html,Check The Website for a Menu,$$ - $$$
Romio's Pizza & Pasta,2714 Colby Ave,"Everett, WA 98201-3511","2714 Colby Ave, Everett, WA 98201-3511",47.9814015,-122.209022,Italian,Pizza,Vegetarian Friendly,4.5 of 5 bubbles,4.5,42 reviews,42,This review is for delivery service only. Called up and the girl was very friendly on the phone. The pizza showed up very quickly. The delivery person also very nice. Pizza was good but the chocolate moose pie was incredible. Just wish it was a...More,+1 425-252-0800,https://www.tripadvisor.com//Restaurant_Review-g58466-d3706075-Reviews-Romio_s_Pizza_Pasta-Everett_Washington.html,Check The Website for a Menu,$$ - $$$
Amaro's Table,1220 Main St,"Vancouver, WA 98660-2953","1220 Main St, Vancouver, WA 98660-2953",45.630791,-122.6718118,American,Bar,Pub,4.5 of 5 bubbles,4.5,43 reviews,43,Met my family for a Christmas get together. All the food was excellent. Service was exceptional. Will definitely return to this charming place.,+1 360-718-2942,https://www.tripadvisor.com//Restaurant_Review-g60820-d14046701-Reviews-Amaro_s_Table-Vancouver_Washington.html,http://amarostable.com#menus,$$ - $$$
Budapest Bistro,12900 Mukilteo Speedway,"Lynnwood, WA","12900 Mukilteo Speedway, Lynnwood, WA",47.8812577,-122.2802524,German,European,Eastern European,4.5 of 5 bubbles,4.5,43 reviews,43,"Well, today's lunch was not a good experience. The ""chicken noodle"" soup didn't have any noodles, the cabbage roll was not hot and didn't have much flavor, the ""pan fried"" potatoes that came with it were soggy and also didn't have much flavor. The bread...More",+1 425-513-9846,https://www.tripadvisor.com//Restaurant_Review-g58578-d2188123-Reviews-Budapest_Bistro-Lynnwood_Washington.html,Check The Website for a Menu,$$ - $$$
Chick's Deli,906 Township Ln,"Cherry Hill, NJ 08002-3141","906 Township Ln, Cherry Hill, NJ 08002-3141",39.9164906,-75.0211603,American,,,4.5 of 5 bubbles,4.5,43 reviews,43,A hole in the wall with great food. Aren't they usually the best places? If you don't know where to look you will never find it.,+1 856-429-2022,https://www.tripadvisor.com//Restaurant_Review-g46354-d4446433-Reviews-Chick_s_Deli-Cherry_Hill_New_Jersey.html,Check The Website for a Menu,$
King tut Mediterranean Restaurant,4520 200th St SW Ste 213,"Lynnwood, WA 98036-6636","4520 200th St SW Ste 213, Lynnwood, WA 98036-6636",47.8169586,-122.2941276,Mediterranean,Middle Eastern,Egyptian,4.5 of 5 bubbles,4.5,43 reviews,43,"A small strip mall location hides this jem of a restaurant, but don’t be deterred. The lamb shank on half and half rice (half plate of smoked, half regular) was exquisite... “best ever” reported an experienced lamb diner. A lamb kebap plate was a generous...More",+1 425-774-6100,https://www.tripadvisor.com//Restaurant_Review-g58578-d4650063-Reviews-King_tut_Mediterranean_Restaurant-Lynnwood_Washington.html,http://www.kingtutmediterranean.com/menu.aspx,$$ - $$$
SMACKY'S ON BROADWAY,6415 E Broadway Ave,"Spokane Valley, WA 99212-1036","6415 E Broadway Ave, Spokane Valley, WA 99212-1036",47.6640428,-117.3178687,American,Vegetarian Friendly,,4.5 of 5 bubbles,4.5,43 reviews,43,"Title says it all. Best sandwich in town. 
I come here often enough and have tried almost every thing they have to offer. I say for a fact it cant be beat. Give it a shot order from the large menu or ask for the...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g1784998-d3333365-Reviews-SMACKY_S_ON_BROADWAY-Spokane_Valley_Washington.html,Check The Website for a Menu,$
Spice King,720 Lind Ave SW Ste 102,"Renton, WA 98057-2305","720 Lind Ave SW Ste 102, Renton, WA 98057-2305",47.473211,-122.222503,Indian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,43 reviews,43,"After being lodged in a local motel due to flight cancellation, I decided to see what the local eats included. I ran into the Spice King listing and saw it had good reviews, so I decided to check it out. I had Patya (sp?) with...More",+1 425-226-6700,https://www.tripadvisor.com//Restaurant_Review-g58704-d2243988-Reviews-Spice_King-Renton_Washington.html,Check The Website for a Menu,$
Surf,37 Navy Pier Ct,"Staten Island, NY 10304-5400","37 Navy Pier Ct, Staten Island, NY 10304-5400",40.6287154,-74.0738981,American,Bar,Pub,4.5 of 5 bubbles,4.5,43 reviews,43,We visited Surf prior to attending a show at the St. George Theater. The views are spectacular and I believe will be a great place to visit in the summer when outdoor area is open. Staff is abundant and attentive. The food is absolutely delicious....More,+1 718-273-2701,https://www.tripadvisor.com//Restaurant_Review-g48682-d13314743-Reviews-Surf-Staten_Island_New_York.html,http://surfrestaurants.com/nyc/,$$ - $$$
